Year,Category,Statistic,Team,Value
1987,Team Pitching Stats,Complete Games,Boston,47
1987,Team Pitching Stats,ERA,Toronto,3.74
1987,Team Pitching Stats,Fewest Hits Allowed,Toronto,"1,323"
1987,Team Pitching Stats,Fewest Home Runs Allowed,Kansas City,128
1987,Team Pitching Stats,Fewest Walks Allowed,Seattle,497
1987,Team Pitching Stats,Saves,New York,47
1987,Team Pitching Stats,Shutouts,Boston,13
1987,Team Pitching Stats,Strikeouts,Texas,"1,103"
