Year,Category,Statistic,Player,Team,Value
1959,Individual Pitching Stats,Complete Games,Camilo Pascual,Washington,17
1959,Individual Pitching Stats,ERA,Hoyt Wilhelm,Baltimore,2.19
1959,Individual Pitching Stats,Games,Gerry Staley,Chicago,67
1959,Individual Pitching Stats,Saves,Turk Lown,Chicago,15
1959,Individual Pitching Stats,Shutouts,Camilo Pascual,Washington,6
1959,Individual Pitching Stats,Strikeouts,Jim Bunning,Detroit,201
1959,Individual Pitching Stats,Winning Percentage,Bob Shaw,Chicago,.750
1959,Individual Pitching Stats,Wins,Early Wynn,Chicago,22
