Year,Category,Statistic,Team,Value
1989,Team Pitching Stats,Complete Games,California,32
1989,Team Pitching Stats,ERA,Oakland,3.09
1989,Team Pitching Stats,Fewest Hits Allowed,Texas,"1,279"
1989,Team Pitching Stats,Fewest Home Runs Allowed,Kansas City,86
1989,Team Pitching Stats,Fewest Walks Allowed,Cleveland,452
1989,Team Pitching Stats,Saves,Oakland,57
1989,Team Pitching Stats,Shutouts,California,20
1989,Team Pitching Stats,Strikeouts,Texas,"1,112"
