Year,Category,Statistic,Player,Team,Value
1920,Individual Pitching Stats,Complete Games,Jim Bagby,Cleveland,30
1920,Individual Pitching Stats,ERA,Bob Shawkey,New York,2.45
1920,Individual Pitching Stats,Games,Jim Bagby,Cleveland,48
1920,Individual Pitching Stats,Saves,Dickie Kerr,Chicago,5
1920,Individual Pitching Stats,Shutouts,Carl Mays,New York,6
1920,Individual Pitching Stats,Strikeouts,Stan Coveleski,Cleveland,133
1920,Individual Pitching Stats,Winning Percentage,Jim Bagby,Cleveland,.721
1920,Individual Pitching Stats,Wins,Jim Bagby,Cleveland,31
