Year,Category,Statistic,Player,Team,Value
1949,Individual Pitching Stats,Complete Games,Warren Spahn,Boston,25
1949,Individual Pitching Stats,ERA,Dave Koslo,New York,2.50
1949,Individual Pitching Stats,Games,Ted Wilks,St. Louis,59
1949,Individual Pitching Stats,Saves,Ted Wilks,St. Louis,9
1949,Individual Pitching Stats,Shutouts,Ken Heintzelman,Philadelphia,5
1949,Individual Pitching Stats,Strikeouts,Warren Spahn,Boston,151
1949,Individual Pitching Stats,Winning Percentage,Preacher Roe,Brooklyn,.714
1949,Individual Pitching Stats,Wins,Warren Spahn,Boston,21
