Year,Category,Statistic,Team,Value
1943,Team Pitching Stats,Complete Games,St. Louis,94
1943,Team Pitching Stats,ERA,St. Louis,2.57
1943,Team Pitching Stats,Fewest Hits Allowed,St. Louis,"1,246"
1943,Team Pitching Stats,Fewest Home Runs Allowed,St. Louis,33
1943,Team Pitching Stats,Fewest Walks Allowed,Chicago,394
1943,Team Pitching Stats,Saves,Brooklyn,22
1943,Team Pitching Stats,Shutouts,St. Louis,21
1943,Team Pitching Stats,Strikeouts,St. Louis,639
