Year,Category,Statistic,Team,Value
1957,Team Pitching Stats,Complete Games,Chicago,59
1957,Team Pitching Stats,ERA,New York,3.00
1957,Team Pitching Stats,Fewest Hits Allowed,New York,"1,198"
1957,Team Pitching Stats,Fewest Home Runs Allowed,Baltimore,95
1957,Team Pitching Stats,Fewest Walks Allowed,Chicago,470
1957,Team Pitching Stats,Saves,New York,42
1957,Team Pitching Stats,Shutouts,Chicago,16
1957,Team Pitching Stats,Strikeouts,New York,810
