Year,Category,Statistic,Player,Team,Value
1914,Individual Pitching Stats,Complete Games,Grover Alexander,Philadelphia,32
1914,Individual Pitching Stats,ERA,Bill Doak,St. Louis,1.72
1914,Individual Pitching Stats,Games,Larry Cheney,Chicago,50
1914,Individual Pitching Stats,Saves,Red Ames,Cincinnati,6
1914,Individual Pitching Stats,Shutouts,Jeff Tesreau,New York,8
1914,Individual Pitching Stats,Strikeouts,Grover Alexander,Philadelphia,214
1914,Individual Pitching Stats,Winning Percentage,Bill James,Boston,.788
1914,Individual Pitching Stats,Wins,Grover Alexander,Philadelphia,27
