Year,Category,Statistic,Team,Value
1967,Team Pitching Stats,Complete Games,San Francisco,64
1967,Team Pitching Stats,ERA,San Francisco,2.92
1967,Team Pitching Stats,Fewest Hits Allowed,San Francisco,"1,283"
1967,Team Pitching Stats,Fewest Home Runs Allowed,Philadelphia,86
1967,Team Pitching Stats,Fewest Walks Allowed,Los Angeles,393
1967,Team Pitching Stats,Saves,St. Louis,45
1967,Team Pitching Stats,Shutouts,Cincinnati,18
1967,Team Pitching Stats,Strikeouts,Cincinnati,"1,065"
