Year,Category,Statistic,Team,Value
1955,Team Pitching Stats,Complete Games,Milwaukee,61
1955,Team Pitching Stats,ERA,Brooklyn,3.68
1955,Team Pitching Stats,Fewest Hits Allowed,Philadelphia,"1,291"
1955,Team Pitching Stats,Fewest Home Runs Allowed,Milwaukee,138
1955,Team Pitching Stats,Fewest Walks Allowed,Cincinnati,443
1955,Team Pitching Stats,Saves,Brooklyn,37
1955,Team Pitching Stats,Shutouts,Cincinnati,12
1955,Team Pitching Stats,Strikeouts,Brooklyn,773
