Year,Category,Statistic,Team,Value
1879,Team Pitching Stats,Complete Games,Chicago,82
1879,Team Pitching Stats,ERA,Providence,2.18
1879,Team Pitching Stats,Fewest Hits Allowed,Buffalo,698
1879,Team Pitching Stats,Fewest Home Runs Allowed,Buffalo,3
1879,Team Pitching Stats,Fewest Walks Allowed,Boston,46
1879,Team Pitching Stats,Saves,Providence,2
1879,Team Pitching Stats,Shutouts,Boston,13
1879,Team Pitching Stats,Strikeouts,Providence,329
