Year,Category,Statistic,Player,Team,Value
1988,Individual Pitching Stats,Complete Games,Orel Hershiser,Los Angeles,15
1988,Individual Pitching Stats,ERA,Joe Magrane,St. Louis,2.18
1988,Individual Pitching Stats,Games,Rob Murphy,Cincinnati,76
1988,Individual Pitching Stats,Saves,John Franco,Cincinnati,39
1988,Individual Pitching Stats,Shutouts,Orel Hershiser,Los Angeles,8
1988,Individual Pitching Stats,Strikeouts,Nolan Ryan,Houston,228
1988,Individual Pitching Stats,Winning Percentage,David Cone,New York,.870
1988,Individual Pitching Stats,Wins,Orel Hershiser,Los Angeles,23
