Year,Category,Statistic,Player,Team,Value
2008,Individual Pitching Stats,Complete Games,C.C. Sabathia,Milwaukee,7
2008,Individual Pitching Stats,ERA,Johan Santana,New York,2.53
2008,Individual Pitching Stats,Games,Pedro Feliciano,New York,86
2008,Individual Pitching Stats,Saves,Jose Valverde,Houston,44
2008,Individual Pitching Stats,Shutouts,C.C. Sabathia,Milwaukee,3
2008,Individual Pitching Stats,Strikeouts,Tim Lincecum,San Francisco,265
2008,Individual Pitching Stats,Winning Percentage,Tim Lincecum,San Francisco,.783
2008,Individual Pitching Stats,Wins,Brandon Webb,Arizona,22
