Year,Category,Statistic,Team,Value
1999,Team Pitching Stats,Complete Games,Arizona,16
1999,Team Pitching Stats,ERA,Atlanta,3.65
1999,Team Pitching Stats,Fewest Hits Allowed,Cincinnati,"1,309"
1999,Team Pitching Stats,Fewest Home Runs Allowed,Houston,128
1999,Team Pitching Stats,Fewest Walks Allowed,Houston,478
1999,Team Pitching Stats,Saves,Cincinnati,55
1999,Team Pitching Stats,Shutouts,Houston,5
1999,Team Pitching Stats,Strikeouts,Houston,"1,204"
