Year,Category,Statistic,Player,Team,Value
1939,Individual Pitching Stats,Complete Games,Bucky Walters,Cincinnati,31
1939,Individual Pitching Stats,ERA,Bucky Walters,Cincinnati,2.29
1939,Individual Pitching Stats,Games,Clyde Shoun,St. Louis,53
1939,Individual Pitching Stats,Saves,Bob Bowman,St. Louis,9
1939,Individual Pitching Stats,Shutouts,Lou Fette,Boston,6
1939,Individual Pitching Stats,Strikeouts,Claude Passeau,Philadelphia,137
1939,Individual Pitching Stats,Winning Percentage,Paul Derringer,Cincinnati,.781
1939,Individual Pitching Stats,Wins,Bucky Walters,Cincinnati,27
