Year,Category,Statistic,Team,Value
1976,Team Pitching Stats,Complete Games,New York,53
1976,Team Pitching Stats,ERA,New York,2.94
1976,Team Pitching Stats,Fewest Hits Allowed,New York,"1,248"
1976,Team Pitching Stats,Fewest Home Runs Allowed,San Francisco,68
1976,Team Pitching Stats,Fewest Walks Allowed,Philadelphia,397
1976,Team Pitching Stats,Saves,Cincinnati,45
1976,Team Pitching Stats,Shutouts,New York,18
1976,Team Pitching Stats,Strikeouts,New York,"1,025"
