Year,Category,Statistic,Player,Team,Value
1926,Individual Pitching Stats,Complete Games,Carl Mays,Cincinnati,24
1926,Individual Pitching Stats,ERA,Ray Kremer,Pittsburgh,2.61
1926,Individual Pitching Stats,Games,Jack Scott,New York,50
1926,Individual Pitching Stats,Saves,Chick Davies,New York,6
1926,Individual Pitching Stats,Shutouts,Pete Donohue,Cincinnati,5
1926,Individual Pitching Stats,Strikeouts,Dazzy Vance,Brooklyn,184
1926,Individual Pitching Stats,Winning Percentage,Ray Kremer,Pittsburgh,.769
1926,Individual Pitching Stats,Wins,Pete Donohue,Cincinnati,20
