Year,Category,Statistic,Team,Value
1935,Team Pitching Stats,Complete Games,Detroit,87
1935,Team Pitching Stats,ERA,New York,3.60
1935,Team Pitching Stats,Fewest Hits Allowed,New York,"1,276"
1935,Team Pitching Stats,Fewest Home Runs Allowed,Boston,67
1935,Team Pitching Stats,Fewest Walks Allowed,Cleveland,457
1935,Team Pitching Stats,Saves,Cleveland,21
1935,Team Pitching Stats,Shutouts,Detroit,16
1935,Team Pitching Stats,Strikeouts,New York,594
