Year,Category,Statistic,Player,Team,Value
1923,Individual Pitching Stats,Complete Games,George Uhle,Cleveland,29
1923,Individual Pitching Stats,ERA,Stan Coveleski,Cleveland,2.76
1923,Individual Pitching Stats,Games,Eddie Rommel,Philadelphia,56
1923,Individual Pitching Stats,Saves,Allan Russell,Washington,9
1923,Individual Pitching Stats,Shutouts,Stan Coveleski,Cleveland,5
1923,Individual Pitching Stats,Strikeouts,Walter Johnson,Washington,130
1923,Individual Pitching Stats,Winning Percentage,Herb Pennock,New York,.760
1923,Individual Pitching Stats,Wins,George Uhle,Cleveland,26
