Year,Category,Statistic,Player,Team,Value
1964,Individual Pitching Stats,Complete Games,Juan Marichal,San Francisco,22
1964,Individual Pitching Stats,ERA,Sandy Koufax,Los Angeles,1.74
1964,Individual Pitching Stats,Games,Bob Miller,Los Angeles,74
1964,Individual Pitching Stats,Saves,Hal Woodeshick,Houston,23
1964,Individual Pitching Stats,Shutouts,Sandy Koufax,Los Angeles,7
1964,Individual Pitching Stats,Strikeouts,Bob Veale,Pittsburgh,250
1964,Individual Pitching Stats,Winning Percentage,Sandy Koufax,Los Angeles,.792
1964,Individual Pitching Stats,Wins,Larry Jackson,Chicago,24
