Year,Category,Statistic,Player,Team,Value
1970,Individual Pitching Stats,Complete Games,Fergie Jenkins,Chicago,24
1970,Individual Pitching Stats,ERA,Tom Seaver,New York,2.82
1970,Individual Pitching Stats,Games,Ron Herbel,San Diego,76
1970,Individual Pitching Stats,Saves,Wayne Granger,Cincinnati,35
1970,Individual Pitching Stats,Shutouts,Gaylord Perry,San Francisco,5
1970,Individual Pitching Stats,Strikeouts,Tom Seaver,New York,283
1970,Individual Pitching Stats,Winning Percentage,Bob Gibson,St. Louis,.767
1970,Individual Pitching Stats,Wins,Bob Gibson,St. Louis,23
