Year,Category,Statistic,Team,Value
1978,Team Pitching Stats,Complete Games,Houston,48
1978,Team Pitching Stats,ERA,Los Angeles,3.12
1978,Team Pitching Stats,Fewest Hits Allowed,St. Louis,"1,300"
1978,Team Pitching Stats,Fewest Home Runs Allowed,San Diego,74
1978,Team Pitching Stats,Fewest Walks Allowed,Philadelphia,393
1978,Team Pitching Stats,Saves,San Diego,55
1978,Team Pitching Stats,Shutouts,Houston,17
1978,Team Pitching Stats,Strikeouts,Houston,930
