Year,Category,Statistic,Team,Value
1915,Team Pitching Stats,Complete Games,New York,101
1915,Team Pitching Stats,ERA,Washington,2.31
1915,Team Pitching Stats,Fewest Hits Allowed,Washington,"1,161"
1915,Team Pitching Stats,Fewest Home Runs Allowed,Washington,12
1915,Team Pitching Stats,Fewest Walks Allowed,Chicago,350
1915,Team Pitching Stats,Saves,Detroit,20
1915,Team Pitching Stats,Shutouts,Washington,21
1915,Team Pitching Stats,Strikeouts,Washington,715
