Year,Category,Statistic,Player,Team,Value
1990,Individual Pitching Stats,Complete Games,Ramon Martinez,Los Angeles,12
1990,Individual Pitching Stats,ERA,Danny Darwin,Houston,2.21
1990,Individual Pitching Stats,Games,Juan Agosto,Houston,82
1990,Individual Pitching Stats,Saves,John Franco,New York,33
1990,Individual Pitching Stats,Shutouts,Bruce Hurst,San Diego,4
1990,Individual Pitching Stats,Strikeouts,David Cone,New York,233
1990,Individual Pitching Stats,Winning Percentage,Doug Drabek,Pittsburgh,.786
1990,Individual Pitching Stats,Wins,Doug Drabek,Pittsburgh,22
