Year,Category,Statistic,Player,Team,Value
1883,Individual Pitching Stats,Complete Games,Pud Galvin,Buffalo,72
1883,Individual Pitching Stats,ERA,Jim McCormick,Cleveland,1.84
1883,Individual Pitching Stats,Games,Pud Galvin,Buffalo,76
1883,Individual Pitching Stats,Saves,Jim Whitney,Boston,2
1883,Individual Pitching Stats,Shutouts,Pud Galvin,Buffalo,5
1883,Individual Pitching Stats,Strikeouts,Jim Whitney,Boston,345
1883,Individual Pitching Stats,Winning Percentage,Jim McCormick,Cleveland,.700
1883,Individual Pitching Stats,Wins,Old Hoss Radbourn,Providence,48
