Year,Category,Statistic,Player,Team,Value
2016,Individual Pitching Stats,Complete Games,Chris Sale,Chicago,6
2016,Individual Pitching Stats,ERA,Aaron Sanchez,Toronto,3.00
2016,Individual Pitching Stats,Games,Bryan Shaw,Cleveland,75
2016,Individual Pitching Stats,Saves,Zach Britton,Baltimore,47
2016,Individual Pitching Stats,Shutouts,Corey Kluber,Cleveland,2
2016,Individual Pitching Stats,Strikeouts,Justin Verlander,Detroit,254
2016,Individual Pitching Stats,Winning Percentage,Aaron Sanchez,Toronto,.882
2016,Individual Pitching Stats,Wins,Rick Porcello,Boston,22
