Year,Category,Statistic,Player,Team,Value
1976,Individual Pitching Stats,Complete Games,Randy Jones,San Diego,25
1976,Individual Pitching Stats,ERA,John Denny,St. Louis,2.52
1976,Individual Pitching Stats,Games,Dale Murray,Montreal,81
1976,Individual Pitching Stats,Saves,Rawly Eastwick,Cincinnati,26
1976,Individual Pitching Stats,Shutouts,Jon Matlack,New York,6
1976,Individual Pitching Stats,Strikeouts,Tom Seaver,New York,235
1976,Individual Pitching Stats,Winning Percentage,Steve Carlton,Philadelphia,.741
1976,Individual Pitching Stats,Wins,Randy Jones,San Diego,22
