Year,Category,Statistic,Player,Team,Value
1897,Individual Pitching Stats,Complete Games,Red Donahue,St. Louis,38
1897,Individual Pitching Stats,ERA,Amos Rusie,New York,2.54
1897,Individual Pitching Stats,Games,Red Donahue,St. Louis,46
1897,Individual Pitching Stats,Saves,Kid Nichols,Boston,3
1897,Individual Pitching Stats,Shutouts,Doc McJames,Washington,3
1897,Individual Pitching Stats,Strikeouts,Doc McJames,Washington,156
1897,Individual Pitching Stats,Winning Percentage,Fred Klobedanz,Boston,.788
1897,Individual Pitching Stats,Wins,Kid Nichols,Boston,31
