Year,Category,Statistic,Team,Value
1906,Team Pitching Stats,Complete Games,Boston,137
1906,Team Pitching Stats,ERA,Chicago,1.75
1906,Team Pitching Stats,Fewest Hits Allowed,Chicago,"1,018"
1906,Team Pitching Stats,Fewest Home Runs Allowed,Chicago,12
1906,Team Pitching Stats,Fewest Walks Allowed,Pittsburgh,309
1906,Team Pitching Stats,Saves,New York,18
1906,Team Pitching Stats,Shutouts,Chicago,30
1906,Team Pitching Stats,Strikeouts,Chicago,702
