Year,Category,Statistic,Team,Value
1903,Team Pitching Stats,Complete Games,Cleveland,125
1903,Team Pitching Stats,ERA,Boston,2.57
1903,Team Pitching Stats,Fewest Hits Allowed,Philadelphia,"1,124"
1903,Team Pitching Stats,Fewest Home Runs Allowed,Cleveland,16
1903,Team Pitching Stats,Fewest Walks Allowed,St. Louis,237
1903,Team Pitching Stats,Saves,Boston,4
1903,Team Pitching Stats,Shutouts,Boston,20
1903,Team Pitching Stats,Strikeouts,Philadelphia,728
