Year,Category,Statistic,Team,Value
1897,Team Pitching Stats,Complete Games,Chicago,131
1897,Team Pitching Stats,ERA,New York,3.47
1897,Team Pitching Stats,Fewest Hits Allowed,New York,"1,214"
1897,Team Pitching Stats,Fewest Home Runs Allowed,Baltimore,18
1897,Team Pitching Stats,Fewest Walks Allowed,Cleveland,289
1897,Team Pitching Stats,Saves,Boston,7
1897,Team Pitching Stats,Shutouts,Boston,8
1897,Team Pitching Stats,Strikeouts,New York,456
