Year,Category,Statistic,Player,Team,Value
1941,Individual Pitching Stats,Complete Games,Thornton Lee,Chicago,30
1941,Individual Pitching Stats,ERA,Thornton Lee,Chicago,2.37
1941,Individual Pitching Stats,Games,Bob Feller,Cleveland,44
1941,Individual Pitching Stats,Saves,Johnny Murphy,New York,15
1941,Individual Pitching Stats,Shutouts,Bob Feller,Cleveland,6
1941,Individual Pitching Stats,Strikeouts,Bob Feller,Cleveland,260
1941,Individual Pitching Stats,Winning Percentage,Lefty Gomez,New York,.750
1941,Individual Pitching Stats,Wins,Bob Feller,Cleveland,25
