Year,Category,Statistic,Player,Team,Value
1985,Individual Pitching Stats,Complete Games,Dwight Gooden,New York,16
1985,Individual Pitching Stats,ERA,Dwight Gooden,New York,1.53
1985,Individual Pitching Stats,Games,Tim Burke,Montreal,78
1985,Individual Pitching Stats,Saves,Jeff Reardon,Montreal,41
1985,Individual Pitching Stats,Shutouts,John Tudor,St. Louis,10
1985,Individual Pitching Stats,Strikeouts,Dwight Gooden,New York,268
1985,Individual Pitching Stats,Winning Percentage,Orel Hershiser,Los Angeles,.864
1985,Individual Pitching Stats,Wins,Dwight Gooden,New York,24
