Year,Category,Statistic,Player,Team,Value
1995,Individual Pitching Stats,Complete Games,Jack McDowell,New York,8
1995,Individual Pitching Stats,ERA,Randy Johnson,Seattle,2.48
1995,Individual Pitching Stats,Games,Jesse Orosco,Baltimore,65
1995,Individual Pitching Stats,Saves,Jose Mesa,Cleveland,46
1995,Individual Pitching Stats,Shutouts,Mike Mussina,Baltimore,4
1995,Individual Pitching Stats,Strikeouts,Randy Johnson,Seattle,294
1995,Individual Pitching Stats,Winning Percentage,Randy Johnson,Seattle,.900
1995,Individual Pitching Stats,Wins,Mike Mussina,Baltimore,19
