Year,Category,Statistic,Player,Team,Value
1901,Individual Pitching Stats,Complete Games,Noodles Hahn,Cincinnati,41
1901,Individual Pitching Stats,ERA,Jesse Tannehill,Pittsburgh,2.18
1901,Individual Pitching Stats,Games,Bill Donovan,Brooklyn,45
1901,Individual Pitching Stats,Saves,Bill Donovan,Brooklyn,3
1901,Individual Pitching Stats,Shutouts,Jack Chesbro,Pittsburgh,6
1901,Individual Pitching Stats,Strikeouts,Noodles Hahn,Cincinnati,239
1901,Individual Pitching Stats,Winning Percentage,Jack Chesbro,Pittsburgh,.677
1901,Individual Pitching Stats,Wins,Bill Donovan,Brooklyn,25
