Year,Category,Statistic,Player,Team,Value
1895,Individual Pitching Stats,Complete Games,Ted Breitenstein,St. Louis,46
1895,Individual Pitching Stats,ERA,Al Maul,Washington,2.45
1895,Individual Pitching Stats,Games,Pink Hawley,Pittsburgh,56
1895,Individual Pitching Stats,Saves,Ernie Beam,Philadelphia,3
1895,Individual Pitching Stats,Shutouts,Pink Hawley,Pittsburgh,4
1895,Individual Pitching Stats,Strikeouts,Amos Rusie,New York,201
1895,Individual Pitching Stats,Winning Percentage,Bill Hoffer,Baltimore,.838
1895,Individual Pitching Stats,Wins,Cy Young,Cleveland,35
