Year,Category,Statistic,Team,Value
1975,Team Pitching Stats,Complete Games,Los Angeles,51
1975,Team Pitching Stats,ERA,Los Angeles,2.93
1975,Team Pitching Stats,Fewest Hits Allowed,Los Angeles,"1,215"
1975,Team Pitching Stats,Fewest Home Runs Allowed,Pittsburgh,79
1975,Team Pitching Stats,Fewest Walks Allowed,Los Angeles,448
1975,Team Pitching Stats,Saves,Cincinnati,50
1975,Team Pitching Stats,Shutouts,Los Angeles,18
1975,Team Pitching Stats,Strikeouts,New York,989
