Year,Category,Statistic,Team,Value
1889,Team Pitching Stats,Complete Games,Cleveland,132
1889,Team Pitching Stats,ERA,Boston,3.36
1889,Team Pitching Stats,Fewest Hits Allowed,New York,"1,073"
1889,Team Pitching Stats,Fewest Home Runs Allowed,Philadelphia,33
1889,Team Pitching Stats,Fewest Walks Allowed,Pittsburgh,374
1889,Team Pitching Stats,Saves,Boston,4
1889,Team Pitching Stats,Shutouts,Boston,10
1889,Team Pitching Stats,Strikeouts,New York,558
