Year,Category,Statistic,Player,Team,Value
1928,Individual Pitching Stats,Complete Games,Larry Benton,New York,28
1928,Individual Pitching Stats,ERA,Dazzy Vance,Brooklyn,2.09
1928,Individual Pitching Stats,Games,Burleigh Grimes,Pittsburgh,48
1928,Individual Pitching Stats,Saves,Hal Haid,St. Louis,5
1928,Individual Pitching Stats,Shutouts,Sheriff Blake,Chicago,4
1928,Individual Pitching Stats,Strikeouts,Dazzy Vance,Brooklyn,200
1928,Individual Pitching Stats,Winning Percentage,Larry Benton,New York,.735
1928,Individual Pitching Stats,Wins,Larry Benton,New York,25
