Year,Category,Statistic,Player,Team,Value
1947,Individual Pitching Stats,Complete Games,Ewell Blackwell,Cincinnati,23
1947,Individual Pitching Stats,ERA,Warren Spahn,Boston,2.33
1947,Individual Pitching Stats,Games,Ken Trinkle,New York,62
1947,Individual Pitching Stats,Saves,Hugh Casey,Brooklyn,18
1947,Individual Pitching Stats,Shutouts,Warren Spahn,Boston,7
1947,Individual Pitching Stats,Strikeouts,Ewell Blackwell,Cincinnati,193
1947,Individual Pitching Stats,Winning Percentage,Larry Jansen,New York,.808
1947,Individual Pitching Stats,Wins,Ewell Blackwell,Cincinnati,22
