Year,Category,Statistic,Team,Value
1938,Team Pitching Stats,Complete Games,New York,91
1938,Team Pitching Stats,ERA,New York,3.92
1938,Team Pitching Stats,Fewest Hits Allowed,Cleveland,"1,416"
1938,Team Pitching Stats,Fewest Home Runs Allowed,New York,85
1938,Team Pitching Stats,Fewest Walks Allowed,Boston,528
1938,Team Pitching Stats,Saves,Cleveland,17
1938,Team Pitching Stats,Shutouts,New York,11
1938,Team Pitching Stats,Strikeouts,Cleveland,717
