Year,Category,Statistic,Player,Team,Value
1902,Individual Pitching Stats,Complete Games,Vic Willis,Boston,45
1902,Individual Pitching Stats,ERA,Jack Taylor,Chicago,1.33
1902,Individual Pitching Stats,Games,Vic Willis,Boston,51
1902,Individual Pitching Stats,Saves,Vic Willis,Boston,3
1902,Individual Pitching Stats,Shutouts,Jack Chesbro,Pittsburgh,8
1902,Individual Pitching Stats,Strikeouts,Vic Willis,Boston,225
1902,Individual Pitching Stats,Winning Percentage,Jack Chesbro,Pittsburgh,.824
1902,Individual Pitching Stats,Wins,Jack Chesbro,Pittsburgh,28
