Year,Category,Statistic,Player,Team,Value
1884,Individual Pitching Stats,Complete Games,Old Hoss Radbourn,Providence,73
1884,Individual Pitching Stats,ERA,Old Hoss Radbourn,Providence,1.38
1884,Individual Pitching Stats,Games,Old Hoss Radbourn,Providence,75
1884,Individual Pitching Stats,Saves,John Morrill,Boston,2
1884,Individual Pitching Stats,Shutouts,Pud Galvin,Buffalo,12
1884,Individual Pitching Stats,Strikeouts,Old Hoss Radbourn,Providence,441
1884,Individual Pitching Stats,Winning Percentage,Old Hoss Radbourn,Providence,.831
1884,Individual Pitching Stats,Wins,Old Hoss Radbourn,Providence,59
