Year,Category,Statistic,Team,Value
1918,Team Pitching Stats,Complete Games,Boston,105
1918,Team Pitching Stats,ERA,Washington,2.14
1918,Team Pitching Stats,Fewest Hits Allowed,Boston,931
1918,Team Pitching Stats,Fewest Home Runs Allowed,Boston,9
1918,Team Pitching Stats,Fewest Walks Allowed,Chicago,300
1918,Team Pitching Stats,Saves,Cleveland,13
1918,Team Pitching Stats,Shutouts,Boston,26
1918,Team Pitching Stats,Strikeouts,Washington,505
