Year,Category,Statistic,Player,Team,Value
1908,Individual Pitching Stats,Complete Games,Christy Mathewson,New York,34
1908,Individual Pitching Stats,ERA,Christy Mathewson,New York,1.43
1908,Individual Pitching Stats,Games,Christy Mathewson,New York,56
1908,Individual Pitching Stats,Saves,Mordecai Brown,Chicago,5
1908,Individual Pitching Stats,Shutouts,Christy Mathewson,New York,11
1908,Individual Pitching Stats,Strikeouts,Christy Mathewson,New York,259
1908,Individual Pitching Stats,Winning Percentage,Ed Reulbach,Chicago,.774
1908,Individual Pitching Stats,Wins,Christy Mathewson,New York,37
