Year,Category,Statistic,Player,Team,Value
1960,Individual Pitching Stats,Complete Games,Lew Burdette,Milwaukee,18
1960,Individual Pitching Stats,ERA,Mike McCormick,San Francisco,2.70
1960,Individual Pitching Stats,Games,Roy Face,Pittsburgh,68
1960,Individual Pitching Stats,Saves,Lindy McDaniel,St. Louis,26
1960,Individual Pitching Stats,Shutouts,Jack Sanford,San Francisco,6
1960,Individual Pitching Stats,Strikeouts,Don Drysdale,Los Angeles,246
1960,Individual Pitching Stats,Winning Percentage,Ernie Broglio,St. Louis,.700
1960,Individual Pitching Stats,Wins,Ernie Broglio,St. Louis,21
