Year,Category,Statistic,Team,Value
1951,Team Pitching Stats,Complete Games,Boston,73
1951,Team Pitching Stats,ERA,New York,3.48
1951,Team Pitching Stats,Fewest Hits Allowed,New York,"1,334"
1951,Team Pitching Stats,Fewest Home Runs Allowed,Boston,96
1951,Team Pitching Stats,Fewest Walks Allowed,New York,482
1951,Team Pitching Stats,Saves,Cincinnati,23
1951,Team Pitching Stats,Shutouts,Philadelphia,19
1951,Team Pitching Stats,Strikeouts,Brooklyn,693
