Year,Category,Statistic,Team,Value
1884,Team Pitching Stats,Complete Games,New York,111
1884,Team Pitching Stats,ERA,Providence,1.61
1884,Team Pitching Stats,Fewest Hits Allowed,Providence,825
1884,Team Pitching Stats,Fewest Home Runs Allowed,Providence,26
1884,Team Pitching Stats,Fewest Walks Allowed,Boston,135
1884,Team Pitching Stats,Saves,Boston,2
1884,Team Pitching Stats,Shutouts,Providence,16
1884,Team Pitching Stats,Strikeouts,Boston,742
