Year,Category,Statistic,Player,Team,Value
1997,Individual Pitching Stats,Complete Games,Pedro Martinez,Montreal,13
1997,Individual Pitching Stats,ERA,Pedro Martinez,Montreal,1.90
1997,Individual Pitching Stats,Games,Julian Tavarez,San Francisco,89
1997,Individual Pitching Stats,Saves,Jeff Shaw,Cincinnati,42
1997,Individual Pitching Stats,Shutouts,Carlos Perez,Montreal,5
1997,Individual Pitching Stats,Strikeouts,Curt Schilling,Philadelphia,319
1997,Individual Pitching Stats,Winning Percentage,Greg Maddux,Atlanta,.826
1997,Individual Pitching Stats,Wins,Denny Neagle,Atlanta,20
