Year,Category,Statistic,Team,Value
1969,Team Pitching Stats,Complete Games,San Francisco,71
1969,Team Pitching Stats,ERA,St. Louis,2.94
1969,Team Pitching Stats,Fewest Hits Allowed,New York,"1,217"
1969,Team Pitching Stats,Fewest Home Runs Allowed,Pittsburgh,96
1969,Team Pitching Stats,Fewest Walks Allowed,Los Angeles,420
1969,Team Pitching Stats,Saves,Cincinnati,44
1969,Team Pitching Stats,Shutouts,New York,28
1969,Team Pitching Stats,Strikeouts,Houston,"1,221"
