Year,Category,Statistic,Player,Team,Value
1900,Individual Pitching Stats,Complete Games,Pink Hawley,New York,34
1900,Individual Pitching Stats,ERA,Rube Waddell,Pittsburgh,2.37
1900,Individual Pitching Stats,Games,Bill Carrick,New York,45
1900,Individual Pitching Stats,Saves,Frank Kitson,Brooklyn,4
1900,Individual Pitching Stats,Shutouts,Clark Griffith,Chicago,4
1900,Individual Pitching Stats,Strikeouts,Noodles Hahn,Cincinnati,132
1900,Individual Pitching Stats,Winning Percentage,Joe McGinnity,Brooklyn,.778
1900,Individual Pitching Stats,Wins,Joe McGinnity,Brooklyn,28
