Year,Category,Statistic,Player,Team,Value
1971,Individual Pitching Stats,Complete Games,Fergie Jenkins,Chicago,30
1971,Individual Pitching Stats,ERA,Tom Seaver,New York,1.76
1971,Individual Pitching Stats,Games,Wayne Granger,Cincinnati,70
1971,Individual Pitching Stats,Saves,Dave Giusti,Pittsburgh,30
1971,Individual Pitching Stats,Shutouts,Steve Blass,Pittsburgh,5
1971,Individual Pitching Stats,Strikeouts,Tom Seaver,New York,289
1971,Individual Pitching Stats,Winning Percentage,Don Gullett,Cincinnati,.727
1971,Individual Pitching Stats,Wins,Fergie Jenkins,Chicago,24
