Year,Category,Statistic,Team,Value
1982,Team Pitching Stats,Complete Games,Philadelphia,38
1982,Team Pitching Stats,ERA,Los Angeles,3.26
1982,Team Pitching Stats,Fewest Hits Allowed,Houston,"1,338"
1982,Team Pitching Stats,Fewest Home Runs Allowed,Los Angeles,81
1982,Team Pitching Stats,Fewest Walks Allowed,Montreal,448
1982,Team Pitching Stats,Saves,Atlanta,51
1982,Team Pitching Stats,Shutouts,Houston,16
1982,Team Pitching Stats,Strikeouts,Philadelphia,"1,002"
