Year,Category,Statistic,Team,Value
1972,Team Pitching Stats,Complete Games,St. Louis,64
1972,Team Pitching Stats,ERA,Los Angeles,2.78
1972,Team Pitching Stats,Fewest Hits Allowed,Los Angeles,"1,196"
1972,Team Pitching Stats,Fewest Home Runs Allowed,Los Angeles,83
1972,Team Pitching Stats,Fewest Walks Allowed,Chicago,421
1972,Team Pitching Stats,Saves,Cincinnati,60
1972,Team Pitching Stats,Shutouts,Los Angeles,23
1972,Team Pitching Stats,Strikeouts,New York,"1,059"
