Year,Category,Statistic,Team,Value
1907,Team Pitching Stats,Complete Games,St. Louis,129
1907,Team Pitching Stats,ERA,Chicago,2.22
1907,Team Pitching Stats,Fewest Hits Allowed,Philadelphia,"1,106"
1907,Team Pitching Stats,Fewest Home Runs Allowed,Cleveland,8
1907,Team Pitching Stats,Fewest Walks Allowed,Chicago,305
1907,Team Pitching Stats,Saves,Chicago,9
1907,Team Pitching Stats,Shutouts,Philadelphia,27
1907,Team Pitching Stats,Strikeouts,Philadelphia,789
