Year,Category,Statistic,Player,Team,Value
1999,Individual Pitching Stats,Complete Games,Randy Johnson,Arizona,12
1999,Individual Pitching Stats,ERA,Randy Johnson,Arizona,2.48
1999,Individual Pitching Stats,Games,Steve Kline,Montreal,82
1999,Individual Pitching Stats,Saves,Ugueth Urbina,Montreal,41
1999,Individual Pitching Stats,Shutouts,Andy Ashby,San Diego,3
1999,Individual Pitching Stats,Strikeouts,Randy Johnson,Arizona,364
1999,Individual Pitching Stats,Winning Percentage,Mike Hampton,Houston,.846
1999,Individual Pitching Stats,Wins,Mike Hampton,Houston,22
