Year,Category,Statistic,Team,Value
1970,Team Pitching Stats,Complete Games,Baltimore,60
1970,Team Pitching Stats,ERA,Baltimore,3.15
1970,Team Pitching Stats,Fewest Hits Allowed,Oakland,"1,253"
1970,Team Pitching Stats,Fewest Home Runs Allowed,Minnesota,130
1970,Team Pitching Stats,Fewest Walks Allowed,New York,451
1970,Team Pitching Stats,Saves,Minnesota,58
1970,Team Pitching Stats,Shutouts,Oakland,15
1970,Team Pitching Stats,Strikeouts,Cleveland,"1,076"
