Year,Category,Statistic,Team,Value
1916,Team Pitching Stats,Complete Games,Philadelphia,94
1916,Team Pitching Stats,ERA,Chicago,2.36
1916,Team Pitching Stats,Fewest Hits Allowed,Chicago,"1,189"
1916,Team Pitching Stats,Fewest Home Runs Allowed,Boston,10
1916,Team Pitching Stats,Fewest Walks Allowed,Chicago,405
1916,Team Pitching Stats,Saves,New York,17
1916,Team Pitching Stats,Shutouts,Boston,24
1916,Team Pitching Stats,Strikeouts,Washington,706
