Year,Category,Statistic,Player,Team,Value
1892,Individual Pitching Stats,Complete Games,Bill Hutchison,Chicago,67
1892,Individual Pitching Stats,ERA,Cy Young,Cleveland,1.93
1892,Individual Pitching Stats,Games,Bill Hutchison,Chicago,75
1892,Individual Pitching Stats,Saves,Gus Weyhing,Philadelphia,3
1892,Individual Pitching Stats,Shutouts,Cy Young,Cleveland,9
1892,Individual Pitching Stats,Strikeouts,Bill Hutchison,Chicago,314
1892,Individual Pitching Stats,Winning Percentage,Mike Sullivan,Cincinnati,.750
1892,Individual Pitching Stats,Cy Young,Cleveland,.750,
1892,Individual Pitching Stats,Wins,Bill Hutchison,Chicago,36
