Year,Category,Statistic,Player,Team,Value
1998,Individual Pitching Stats,Complete Games,Scott Erickson,Baltimore,11
1998,Individual Pitching Stats,ERA,Roger Clemens,Toronto,2.65
1998,Individual Pitching Stats,Games,Sean Runyan,Detroit,88
1998,Individual Pitching Stats,Saves,Tom Gordon,Boston,46
1998,Individual Pitching Stats,Shutouts,David Wells,New York,5
1998,Individual Pitching Stats,Strikeouts,Roger Clemens,Toronto,271
1998,Individual Pitching Stats,Winning Percentage,David Wells,New York,.818
1998,Individual Pitching Stats,Wins,Roger Clemens,Toronto,20
