Year,Category,Statistic,Team,Value
1986,Team Pitching Stats,Complete Games,Los Angeles,35
1986,Team Pitching Stats,ERA,New York,3.11
1986,Team Pitching Stats,Fewest Hits Allowed,Houston,"1,203"
1986,Team Pitching Stats,Fewest Home Runs Allowed,New York,103
1986,Team Pitching Stats,Fewest Walks Allowed,St. Louis,485
1986,Team Pitching Stats,Saves,Houston,51
1986,Team Pitching Stats,Shutouts,Houston,19
1986,Team Pitching Stats,Strikeouts,Houston,"1,160"
