Year,Category,Statistic,Player,Team,Value
1992,Individual Pitching Stats,Complete Games,Jack McDowell,Chicago,13
1992,Individual Pitching Stats,ERA,Roger Clemens,Boston,2.41
1992,Individual Pitching Stats,Games,Kenny Rogers,Texas,81
1992,Individual Pitching Stats,Saves,Dennis Eckersley,Oakland,51
1992,Individual Pitching Stats,Shutouts,Roger Clemens,Boston,5
1992,Individual Pitching Stats,Strikeouts,Randy Johnson,Seattle,241
1992,Individual Pitching Stats,Winning Percentage,Mike Mussina,Baltimore,.783
1992,Individual Pitching Stats,Wins,Kevin Brown,Texas,21
