Year,Category,Statistic,Player,Team,Value
1982,Individual Pitching Stats,Complete Games,Steve Carlton,Philadelphia,19
1982,Individual Pitching Stats,ERA,Steve Rogers,Montreal,2.40
1982,Individual Pitching Stats,Games,Kent Tekulve,Pittsburgh,85
1982,Individual Pitching Stats,Saves,Bruce Sutter,St. Louis,36
1982,Individual Pitching Stats,Shutouts,Steve Carlton,Philadelphia,6
1982,Individual Pitching Stats,Strikeouts,Steve Carlton,Philadelphia,286
1982,Individual Pitching Stats,Winning Percentage,Phil Niekro,Atlanta,.810
1982,Individual Pitching Stats,Wins,Steve Carlton,Philadelphia,23
