Year,Category,Statistic,Player,Team,Value
2014,Individual Pitching Stats,Complete Games,Clayton Kershaw,Los Angeles,6
2014,Individual Pitching Stats,ERA,Clayton Kershaw,Los Angeles,1.77
2014,Individual Pitching Stats,Games,Will Smith,Milwaukee,78
2014,Individual Pitching Stats,Saves,Craig Kimbrel,Atlanta,47
2014,Individual Pitching Stats,Shutouts,Henderson Alvarez,Miami,4
2014,Individual Pitching Stats,Strikeouts,Johnny Cueto,Cincinnati,242
2014,Individual Pitching Stats,Winning Percentage,Clayton Kershaw,Los Angeles,.875
2014,Individual Pitching Stats,Wins,Clayton Kershaw,Los Angeles,21
